,text,is_positive
6298,"Ford says the idea of self-driving cars ""freaks some people out.""  ""We have to do this carefully.""",0
6299,self driving semi trucks? That scares the shit out of me!,0
6301,There's Still One Major Problem With Google's Self-Driving Cars - Business insider http://t.co/hYiZ3eiUa0,0
6302,I wish I had a self driving car right now #traffic http://t.co/vVtA0AcZe5,1
6305,"@kennyflorian yes on time traveling, feel free to ad self driving cars!  GM Announce (Nearly) Self-Driving Cadillacs http://t.co/vIxW6v7C57",1
6306,I firmly believe that this push for self-driving cars is directly linked to my inability to stop texting while driving.,1
6307,@LPT @augieray cars will be self-driving so uber will be obsolete :-) #SocialShakeup,1
6308,Self driving cars in California?!? Ì¡üèÏå¨ sweet Jesus!,1
6315,... And traffic is at a standstill this morning. A self driving car would be awesome right now; I could catch up on some reading.,1
6320,Tiny lasers and self-driving cars? Killer! RT @WIRED This palm-sized laser could make self-driving cars way cheaper http://t.co/J9rCe0fH0V,1
6323,"""@WIRED: This palm-sized laser could make self-driving cars way cheaper  http://t.co/iPfmEdeTzu http://t.co/9JUNAvHwQj""Okay can't wait..",1
6325,Self driving cars can't come soon enough. I'm also willing to beta test one. #goodbyeparkinglots #google,1
6326,@bruckerlaw what I really want is a self driving tesla.,1
6327,There's Still One Major #Problem With Google's Self-Driving #Cars - #Business insider #Travel  http://t.co/AumyVj5TJn,0
6331,A self driving car world be good right nowÌ¡üèÏå«Ì¡üèÏå«,1
6332,"Ya! I can't wait until I can buy a self-driving car. ""CaliforniaÌ¢âÂã¢s self-driving car permits take effect today"" http://t.co/RRGxW9y1yV",1
6334,went for a run in mountain view. Saw three self-driving cars and about a dozen empty alcohol bottles lining the streets. Correlation?,0
6335,Being visually impaired I will never trust the self driving cars coming out. METRO that's great news for you!! #GoMetro @metrolosangeles,0
6337,Google's self-driving cars are now allowed on all roads in California http://t.co/uk8VRnsIjf  sweeeeeet I want one,1
6341,"@brauhze The real promise of self-driving cars is it means the end of private car ownership. Or, it should, butÌ¢âÂå_",1
6342,@thinkingfish Yeah self driving cars rolling out wjll be huuuuge.,1
6347,"@ltgrusselhonore @ChrisCuomo But if I Were, 1st on Platform! Every car in America needs to be removed for Self Driving #Save &lt;33,000 yearly",1
6349,"Not a fan of all of this electronic steering, no gear shift, ""self driving"" vehicles.",0
6353,I can't wait until we all have self-driving cars.,1
6354,"Google's Self-Driving Car Still Has Many Flaws: You've seen a lot of Google's self-driving car, but that doesn't... http://t.co/Kx3SsvaK9F",0
6355,Google's self-driving car still has many flaws: We've seen each version of Google's self-driving car. (Video via... http://t.co/Xm8DFuKRui,0
6356,Google's self-driving car still has many flaws: We've seen each version of Google's self-driving car. (Video via... http://t.co/cB6wITj3jT,0
6357,Google's Self-Driving Car Can't Navigate Heavy Rain Or 99% of Roads http://t.co/jE9HVw8R99,0
6359,Yay road safety! Self-driving cars get 29 permits in California. So want this to be a reality. http://t.co/Iko3v0ebnq,1
6370,"This entire video is worth a watch, but I jumped ahead to some interesting visualizations. Google's Self Driving Cars http://t.co/MjOlzUOK69",1
6371,I never believe in self-Driving car. It's too dangerous. Have you ever heard of technical difficulties? I prefer to be behind the wheel.,0
6372,"The M6 motorway carries 140k cars per day, more than 2x what it was designed for. The only way we solve this is with self driving cars.",1
6373,Being in a self driving car isn't going to matey when it takes an hour to get anywhere.,0
6375,"Google's new self-driving car is pretty cute, tbh http://t.co/90l0WHSlzC",1
6376,"The new self driving cars are very cute, but I also wish we were investing the same amount in public transit.",1
6377,From self driving cars to parties on the moon. The next decades are gonna rock! http://t.co/E8VcX6loEW,1
6378,the new self driving car doesn't drive fast enough #nextworldproblems,0
6381,RT @DiscoverMag: Google's self-driving car looks like a koala but drives like magic: http://t.co/BXejqjttO1,1
6382,@deponentVMB @whump IÌ¢âÂã¢m hoping municipalities will deploy fleets of self-driving cars/vans as next gen public transport.,1
6383,to the dreamers In Case You Missed It: Google's Self-Driving Car Prototype Is Here! http://t.co/SGhOw9ducl #followusandgrow,1
6385,Google self driving cars should be a low cost way to send out government death machines.,0
6387,Keep your self-driving cars. Give me a dog-driving car any day of the week. http://t.co/Ih7roxu0sB,0
6388,If Uber starts to use self driving cars they will undoubtedly wipe out traditional taxis forever.,1
6389,Silicon Valley has just taught me to never trust a self-driving car.,0
6390,Intro of self-driving cars will be difficult; artificial intelligence can't figure out human driver behavior. Share road or not? #IPRC2014,0
6391,"Self-driving cars will be great. In the meantime, someone should invent self-texting phones so idiots can focus on driving.",1
6393,"@tyler_lopez @Slate Your piece misses the point. Self-driving cars may make roads safer, but will algorithm be optimized for utilitarianism?",0
6395,Simply excellent. Ì¢âÂÒ@MH3129: I took a ride in Google's self-driving car | The Verge http://t.co/lobqiL7r84Ì¢âÂå,1
6397,I very much look forward to self-driving cars.  #traffic,1
6398,I am a huge fan of self driving cars and this article is awesome.  http://t.co/NXEHTJ8fKd,1
6399,That is to much @BonyenKCTV5 @Hallie_Shulman  making people to lazy self driving car,0
6400,GoogleÌ¢âÂã¢s self-driving car has never been in snow.,0
6401,Ì¢âÂÒ@arstechnica: California approves rules for testing self-driving cars in California http://t.co/txKwRtDiip by @MeganGeussÌ¢âÂå  Here we go!,1
6402,"When accidents are unavoidable, self-driving / autonomous cars may be programmed to hit-you #smartcityethics http://t.co/NFLkAe0PXO",0
6406,#JWT would manage to wreck a self-driving car,0
6407,"Self-driving cars need to be a thing, like now.",1
6409,@robtull you need a self driving car!,1
6410,where are the self driving cars I need one of the self driving cars,1
6412,"@clarashih Fair enough. Would like to see your thoughts on those growth areas. Many of us skeptical of self-driving cars, though.",0
6414,#smartphone use while driving is enough reason for self driving cars alone. #imintrafficrightnow,1
6415,Eliminating #smartphone use while driving is enough reason for self driving cars alone. #imintrafficrightnow,1
6417,to the dreamers In Case You Missed It: Google's Self-Driving Car Prototype Is Here! http://t.co/F0B6EXRf11 #followusandgrow,1
6418,Wow! Huge win. Ì¢âÂÒ@PureMichigan: Did you hear the news? #Google's self-driving cars will be made in #PureMichigan! http://t.co/sR2VdTurZNÌ¢âÂå,1
6420,"@dbrodey I want self-driving cars. I could work, read, watch videos, chat with friends etc... instead of sitting in traffic!!",1
6422,Probably just to get hit by self driving car anyway http://t.co/d9hyG1tmBv,0
6423,@SparkleTrot HAHAHA! I think he's basically saying we shouldn't put full faith into self-driving cars...robots are taking over ze world! ;),0
6426,Ì¢âÂÒ@Jalopnik: Google's new self-driving car/pod doesn't have a steering wheel http://t.co/oXaXQn4khe http://t.co/GHDCUpuKCpÌ¢âÂå NO THANKS SO LAME,0
6433,#TECHTUESDAY: Google's self-driving car is an ambitious project that hopes to end human error behind the wheel...http://t.co/2WiOPiiGoL,1
6434,"As cool as self driving cars are, I think I'd much rather drive myself, especially in snowy Canada.",0
6437,"Driving with the people who only commute to/from work makes me think self-driving cars are for the best, since genocide isn't an option...",1
6438,Self-driving car design is a clue abt all human-robot interaction. Balance autonomy and control; friendly and cool. http://t.co/8PxrJsRElr,1
6439,"Is there anything more useless &amp; unproductive than meetings? Forget self-driving cars @google, get me an alternative to trad meeting! #onted",0
6440,"@bruckerlaw @hexive once everyone has self driving cars and we outlaw motorcycles, the roads will be a better place.",1
6445,I can't even THINK about those self driving cars without going into a full body panic attack,0
6446,#Google Gave a Few #Lucky Riders #Test-Drives in Their Self-#Driving #Car !  https://t.co/xm3dMwkUZE,1
6448,"Ì¢âÂÒ@ABC Alright, then. The time has come. Google's self-driving car: http://t.co/F0wqLanbua http://t.co/Xu2i1lY74AÌ¢âÂå @cdc_72 @AllisonPahl  WOW!",1
6449,@MarcoMHanna nobody cares about Apple buying Beats Audio we got project a and a self driving car stuff better,1
6451,Self driving cars are real af wowzers,1
6453,Thanks to @ARudmann IÌ¢âÂã¢ve realized that not only do I want a self driving car but one that also showers me.,1
6456,"We have self-driving cars, 3d printing of DNA, farmed organs from stem cells, and zero emmision communities! #signmeup",1
6459,"I'm all for self driving cars, but I still think there is a real need for manual control (e.g a steering wheel). #cars",1
6460,The major design flaws with Google's new self-driving-car http://t.co/hI7PXXOtZM,0
6462,"It does have a certain ""iCar"" look to it ||The Major Design Flaws in GoogleÌ¢âÂã¢s New Self-Driving Car via @WIRED   http://t.co/hgcXNMm1kv",0
6463,I'm uncomfortable with the almost simultaneous news that Google is making self driving cars while getting more evil.,0
6464,Ì¢âÂÒ@bengarvey: Self driving food trucks that converge upon foursquare swarming locations.Ì¢âÂå Genius!! How about Uber for food trucks?,1
6465,Yeah!! Ì¢âÂÒ@NielsHoven: California Approves Self-Driving Cars on Public Streets http://t.co/8nnMnpXE2uÌ¢âÂå,1
6468,I'm looking forward to the day that Google's self driving car powers the newly merged @Uber and @Zipcar,1
6470,Great writeup on Google's self driving car: http://t.co/gN4QdoNF9i,1
6472,"Ì¢âÂÒ@imkyles: Google's self-driving car is a threat to automakers in Detroit, more here: http://t.co/ZYyXDpGKHeÌ¢âÂå @reillybrennan - or join them?",0
6473,Uber CEO's bold vision. Fleets of self-driving cars are inevitable and cheaper than car ownership. http://t.co/wJij9hLI1e,1
6474,"We really need self-driving cars in #LA! Save lives, gas &amp; GHG's with automated driving #techLA http://t.co/VLnBPjUm7q",1
6475,@alon_levy I don't want the maximal number of self driving taxis filling my streets.,0
6477,"@LadyUniverse yeah and soon my self driving car will tell them everywhere I go. Selling privacy for convenience, yay 21st century!",0
6478,@dbrodey If all cars are self driving there won't be traffic anymore. Accidents to nearly zero and no rubbernecking.,1
6481,Ì¢âÂÒ@WIRED: Google's first self-driving car is a revolutionary idea presented in a lame package http://t.co/FxuN1vPKuU http://t.co/1xzNO5oy9BÌ¢âÂå,0
6484,Self-driving cars means that there won't be a need for truckers or taxi drivers. That'll cause some pretty bad unemployment numbers.,0
6485,"Google is evil guys, stop the self-driving cars lol.",0
6486,Google Self-Driving Cars will do wonders to solve the People Logistics business of @Uber #CodeCon @Recode  $GOOG,1
6487,Self driving car??? Run by technology! What could possibly go wrong!! http://t.co/AbnS8KLvC3,0
6493,Daring Fireball: Google Unveils Self-Driving Vehicles http://t.co/kxD6nKEE60 I really don't get the beating up on the Google cars,1
6494,Ì¢âÂÒ@ABC: It's so cute!! I want one! Google's self-driving car: http://t.co/jCREwSGlVI http://t.co/9qTI4OKutEÌ¢âÂå,1
6495,"Ì¢âÂÒ@UmarCheema1: Google is to start building its own self-driving cars. Dear #Pakistan, are you part of this world?  #TTP love to have one",1
